UniqueTitle,Description,CountSubTitles,Min-MinRate,Max-MaxRate,SalaryMinMaxValid,MultipleSubtitles,PayType,PayPeriod,UnionCode,UnionName,BargUnit,BargDesc,TitleStatus
E0929,INSTRUCTOR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,401,UFT,UFT,United Federation of Teachers,ActiveTitle
E0930,TEACHER ASSIGNED COORDINATOR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E0970,PRINCIPAL INSTRUCTOR ADDICTION,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1111,"PRINCIPAL, ELEMENTARY SCH",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1114,ASSISTANT PRINCIPAL (ADMINIS),1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1121,SCHOOL SECRETARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1141,"TEACHER, KINDERGARTEN",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1142,"TEACHER, REGULAR GRADES",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,400,CSA,CSA,Council of School Supvs&Admins,ActiveTitle
E1146,TEACHER BILINGUAL,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1165,"TEACHER, HEALTH CONSERV CLASS",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1169,"TEACHER, CL EMOTIONALLY DISTRD",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1214,ASSISTANT PRINCIPAL (ADMISIS),1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1221,SCHOOL SECRETARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1242,"TEACHER, REGULAR GRADES",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1244,TEACHER INDUSTRIAL ARTS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1265,TEACHER HEALTH CONSERV CLASS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1269,TEACH CL EMOTIONALLY DISTURBED,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1290,GUIDANCE COUNSELOR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1321,SCHOOL SECRETARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1342,TEACHER REGULAR GRADES,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1365,TEACHER HEALTH CONSERV CLASS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1442,"TEACHER, REGULAR GRADES",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1506,BOARD OF EDUCATION,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1642,TEACHER ASSIGNED,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E1842,TEACHER VOCATIONAL HS GRADES,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2111,PRINCIPAL ELEMENTARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2112,BOARD OF EDUCATION,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2114,ASSISTANT PRINCIPAL (ADMINS),1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2121,SCHOOL SECRETARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2139,"TEACHER, PRE-KINDERGARTEN",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2141,"TEACHER, KINDERGARTEN",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2142,"TEACHER, REGULAR GRADES",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2146,TEACHER BILINGUAL,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2147,TEACHER SWIMMING,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2148,"TEACHER, LIBRARY",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2150,"TEACHER, JUNIOR GUIDANCE",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2153,BOARD OF EDUCATION,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2160,TEACHER SPEECH IMPROVEMENT,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2161,"TEACHER, CLASSES FOR C.R.M.D.",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2163,"TEACHER, CLASSES FOR BLIND",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2164,"TEACHER, CLASSES FOR LTD VISIO",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2165,"TEACHER, HEALTH CONSERV CLASS",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2166,"TEACHER, CLASSES FOR DEAF",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2169,"TEACHER, CL EMOTIONALLY DISTUR",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2190,GUIDANCE COUNSELOR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2211,"PRINCIPAL, IS/JHS",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,400,CSA,CSA,Council of School Supvs&Admins,ActiveTitle
E2214,ASSISTANT PRINCIPAL (ADMINIS),1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2217,ASSISTANT PRINCIPAL (SUPERV),1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2221,SCHOOL SECRETARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2222,LABORATORY SPECIALIST,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2242,"TEACHER, REGULAR GRADES",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2244,"TEACHER, INDUSTRIAL ARTS",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2245,"TEACHER, HOME ECONOMICS",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2246,"TEACHER, BILINGUAL",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2248,TEACHER LIBRARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2261,"TEACHER, CLASSES FOR C.R.M.D",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2263,BOARD OF EDUCATION,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2264,"TEACHER, CLASS FOR LTD VISION",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2265,"TEACHER, HEALTH CONSER CLASS",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2266,"TEACHER, CLASSES FOR DEAF",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2269,"TEACHER, CLASS EMOTIONALLY DIS",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2290,GUIDANCE COUNSELOR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2311,"PRINCIPAL, DAY HIGH SCHOOL",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2316,ASSISTANT PRINCIPAL (ADMINIS),1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2317,ASSISTANT  PRINCIPAL (SUPERV),1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2321,SCHOOL SECRETARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2322,LABORATORY SPECIALIST,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2324,INDUSTRIAL ARTS TECHNICIAN,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2342,"TEACHER, REGULAR GRADES",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,401,UFT,UFT,United Federation of Teachers,ActiveTitle
E2343,"TEACHER, EXTENDED LEAVE COVERA",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2348,TEACHER LIBRARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2361,"TEACHER, CLASSES FOR C.R.M.D",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2363,TEACHER CLASSES FOR BLIND,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2365,"TEACHER, HEALTH CONSEVATIVE CL",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2366,TEACHER CLASSES FOR DEAF,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2369,"TEACHER, CLASS EMOTIONALLY DIS",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2373,TEACHER-NIEH-ACADEMIC HIGH SCH,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2374,TEACHER-HC 30-ACADEMIC HIGH SC,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2375,TEACHER-RESOURCE ROOM-ACADEMIC,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,401,UFT,UFT,United Federation of Teachers,ActiveTitle
E2376,TEACHER-ACADEMIC HIGH SCHOOL A,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2390,GUIDANCE COUNSELOR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2417,ASSISTANT PRINCIPAL (SUPERV),1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2421,SCHOOL SECRETARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2422,LABORATORY SPECIALIST,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2442,TEACHER REGULAR GRADES,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2448,TEACHER LIBRARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2461,TEACHER CLASSES FOR C.R.M.D,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2463,TEACHER CLASSES FOR BLIND,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2466,TEACHER CLASSES FOR DEAF,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2469,"TEACHER, CLASS EMOTIONALLY DIS",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2474,TEACHER-HC 30-VOCATIONAL HS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2475,TEACHER-RESOURCE ROOM-VOCATION,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2490,GUIDANCE COUNSELOR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2504,TEACHER DEAF ELEMENTARY GRADE,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2505,TEACHER DEAF JHS GRADES,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2506,BOARD OF EDUCATION,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2509,TEACHER C.R.M.D,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2523,TEACHER-IN-CHARGE,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2524,"ASSISTANT PRINCIPAL, SMED SCH",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2525,SCHOOL SECRETARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2526,TEACHER SMED SCH ELEM GRADES,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2527,TEACHER SMED SCH JHS GRADES,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2528,TEACHER SMED SCH INDUST ARTS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2532,"TEACHER, SMED SCH, C.R.M.D",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2533,TEACHER SMED SCH HEALTH CONS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2534,TEACHER-SPECIAL ED,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2535,TEACHER SMED SCH ACAD HS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2536,TEACHER SMED SCH VOCATION HS G,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2548,TEACHER ELEMENTARY GRADES,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2551,TEACHER HOME ECONOMICS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2552,TEACHER HEALTH CONSERVATION,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2564,"ASSISTANT PRINCIPAL, OC TRG CR",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2565,SCHOOL SECRETARY,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2568,TEACHER C.R.M.D,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2584,TEACHER DEAF ELEMENTARY GR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2589,TEACHER C.R.M.D,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2598,TEACHER SPEECH IMPROVEMENT,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2599,TEACHER HOMEBOUND,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2601,COMMUNITY SUPERINTENDENT,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,402,EXEMPT BD OF ED,N/U,Non-Union,ActiveTitle
E2602,DEPUTY SUPERINTENDENT SCHOOLS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2606,ASSISTANT ADMINISTRATOR DIRECT,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2608,PRINCIPAL ASG JHS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2609,PRINCIPAL ASG ELEM,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2615,ASSISTANT PRINCIPAL ASG IS/JHS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2617,"ASSISTANT PRINCIPAL, ASG, ELEM",1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2618,ASSISTANT PRINCIPAL ASG EXEC,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,400,CSA,CSA,Council of School Supvs&Admins,ActiveTitle
E2626,SUPERVISOR (SUBJECT AREAS),1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2640,TEACHER ASSIGNED AS COORDINATO,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2642,TEACHER ASSIGNED,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2663,SCHOOL PSYCHOLOGIST,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2670,DISTRICT SUPERVISING ATTEN OFF,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2671,ATTENDANCE TEACHER,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2691,TEACHER NARCOTICS PROGRAM,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2706,EXECUTIVE DIRECTOR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2709,ASSISTANT SUPER SCH-ASST TO CH,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2711,ASSISTANT SUPERINTENDENT SCHOO,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2713,EXAMINER,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2715,DIRECTOR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2720,ASSISTANT DIRECTOR,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2722,SUPERVISOR (SUBJECT AREAS),1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2723,ASSISTANT ADMINISTRATOR DIRECT,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2738,SCHOOL RESEARCH ASSISTANT,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2756,CHIEF SCHOOL PSYCHIATRIC SOCIA,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2760,SCHOOL PSYCHIATRIST - PART TIM,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2761,SUPERIVISOR SCHOOL PSYCHOLOGIS,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2762,SUPERVISOR SCHOOL SOCIAL WORKE,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
E2763,SCHOOL PSYCHOLOGIST,1,0,0,ZeroMinMax,SingleTitle,NoSalListed,Annual,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,ActiveTitle
